"","version","compare_name"
"3188","Region List","Rhinopias xenops"
"3189","Region List","Rhinoptera steindachneri"
"3190","Region List","Rhizoprionodon longurio"
"3193","Region List","Rhonciscus bayanus"
"3195","Region List","Rhynchactis leptonema"
"3196","Region List","Rhynchoconger nitens"
"3204","Region List","Rhynchohyalus natalensis"
"3208","Region List","Rimicola cabrilloi"
"3209","Region List","Rimicola dimorpha"
"3210","Region List","Rimicola eigenmanni"
"3211","Region List","Rimicola muscarum"
"3212","Region List","Rimicola sila"
"3214","Region List","Roa excelsa"
"3215","Region List","Roa modesta"
"3216","Region List","Roncador stearnsii"
"3217","Region List","Rondeletia bicolor"
"3218","Region List","Rondeletia loricata"
"3220","Region List","Rosenblattichthys hubbsi"
"3221","Region List","Rosenblattichthys volucris"
"3222","Region List","Rouleina attrita"
"3223","Region List","Ruscarius creaseri"
"3224","Region List","Ruscarius meanyi"
"3228","Region List","Rypticus bicolor"
"3229","Region List","Rypticus courtenayi"
"3230","Region List","Rypticus nigripinnis"
"3231","Region List","Rypticus saponaceus"
"3232","Region List","Saccopharynx ampullaceus"
"3233","Region List","Saccopharynx lavenbergi"
"3234","Region List","Sagamichthys abei"
"3244","Region List","Salmo trutta fario"
"3267","Region List","Samariscus triocellatus"
"3271","Region List","Sander vitreus"
"3275","Region List","Sarda lineolata"
"3285","Region List","Sardinella marquesensis"
"3288","Region List","Sargocentron caudimaculatum"
"3289","Region List","Sargocentron diadema"
"3290","Region List","Sargocentron ensifer"
"3291","Region List","Sargocentron punctatissimum"
"3292","Region List","Sargocentron rubrum"
"3293","Region List","Sargocentron spiniferum"
"3294","Region List","Sargocentron suborbitale"
"3295","Region List","Sargocentron tiere"
"3296","Region List","Sargocentron vexillarium"
"3297","Region List","Sargocentron xantherythrum"
"3304","Region List","Saurida flamma"
"3305","Region List","Saurida gracilis"
"3306","Region List","Scalicus engyceros"
"3307","Region List","Scalicus hians"
"3310","Region List","Scarus compressus"
"3311","Region List","Scarus dubius"
"3312","Region List","Scarus ghobban"
"3313","Region List","Scarus perrico"
"3314","Region List","Scarus psittacus"
"3315","Region List","Scarus rubroviolaceus"
"3317","Region List","Schindleria praematura"
"3320","Region List","Sciadonus pedicellaris"
"3321","Region List","Scolecenchelys cookei"
"3322","Region List","Scomber australasicus"
"3323","Region List","Scomber colias"
"3324","Region List","Scomber japonicus"
"3325","Region List","Scomberoides lysan"
"3327","Region List","Scomberomorus concolor"
"3330","Region List","Scomberomorus sierra"
"3331","Region List","Scombrolabrax heterolepis"
"3332","Region List","Scopelarchoides nicholsi"
"3333","Region List","Scopelarchoides signifer"
"3334","Region List","Scopelarchus analis"
"3335","Region List","Scopelarchus guentheri"
"3336","Region List","Scopelarchus michaelsarsi"
"3337","Region List","Scopelarchus stephensi"
"3338","Region List","Scopelengys clarkei"
"3339","Region List","Scopelengys tristis"
"3340","Region List","Scopeloberyx malayanus"
"3341","Region List","Scopeloberyx microlepis"
"3342","Region List","Scopeloberyx opisthopterus"
"3343","Region List","Scopeloberyx pequenoi"
"3344","Region List","Scopeloberyx robustus"
"3345","Region List","Scopeloberyx rossicus"
"3346","Region List","Scopelogadus bispinosus"
"3347","Region List","Scopelogadus mizolepis"
"3348","Region List","Scopelogadus mizolepis mizolepis"
"3349","Region List","Scopelosaurus adleri"
"3350","Region List","Scopelosaurus harryi"
"3351","Region List","Scopelosaurus hoedti"
"3352","Region List","Scopelosaurus smithii"
"3354","Region List","Scorpaena colorata"
"3355","Region List","Scorpaena guttata"
"3356","Region List","Scorpaena histrio"
"3358","Region List","Scorpaena mystes"
"3360","Region List","Scorpaena pele"
"3362","Region List","Scorpaena plumieri"
"3363","Region List","Scorpaena russula"
"3364","Region List","Scorpaena sonorae"
"3376","Region List","Scorpaenodes xyris"
"3377","Region List","Scorpaenopsis brevifrons"
"3378","Region List","Scorpaenopsis cacopsis"
"3381","Region List","Scorpaenopsis gibbosa"
"3386","Region List","Scorpaenopsis pluralis"
"3389","Region List","Scuticaria tigrina"
"3390","Region List","Scytalichthys miurus"
"3391","Region List","Scytalina cerdale"
"3392","Region List","Sebastapistes ballieui"
"3393","Region List","Sebastapistes coniorta"
"3394","Region List","Sebastapistes fowleri"
"3395","Region List","Sebastapistes galactacma"
"3399","Region List","Sebastes atrovirens"
"3401","Region List","Sebastes aurora"
"3404","Region List","Sebastes borealis"
"3405","Region List","Sebastes brevispinis"
"3406","Region List","Sebastes carnatus"
"3409","Region List","Sebastes chlorostictus"
"3410","Region List","Sebastes chrysomelas"
"3412","Region List","Sebastes constellatus"
"3414","Region List","Sebastes dallii"
"3415","Region List","Sebastes diaconus"
"3418","Region List","Sebastes emphaeus"
"3419","Region List","Sebastes ensifer"
"3421","Region List","Sebastes eos"
"3423","Region List","Sebastes flavidus"
"3424","Region List","Sebastes gilli"
"3426","Region List","Sebastes goodei"
"3427","Region List","Sebastes helvomaculatus"
"3428","Region List","Sebastes hopkinsi"
"3432","Region List","Sebastes jordani"
"3435","Region List","Sebastes lentiginosus"
"3436","Region List","Sebastes levis"
"3438","Region List","Sebastes macdonaldi"
"3442","Region List","Sebastes melanosema"
"3444","Region List","Sebastes melanostomus"
"3446","Region List","Sebastes miniatus"
"3448","Region List","Sebastes moseri"
"3453","Region List","Sebastes notius"
"3456","Region List","Sebastes ovalis"
"3461","Region List","Sebastes phillipsi"
"3462","Region List","Sebastes pinniger"
"3463","Region List","Sebastes polyspinis"
"3464","Region List","Sebastes proriger"
"3465","Region List","Sebastes rastrelliger"
"3466","Region List","Sebastes reedi"
"3467","Region List","Sebastes rosaceus"
"3468","Region List","Sebastes rosenblatti"
"3471","Region List","Sebastes rufinanus"
"3472","Region List","Sebastes rufus"
"3477","Region List","Sebastes serranoides"
"3478","Region List","Sebastes serriceps"
"3479","Region List","Sebastes simulator"
"3480","Region List","Sebastes sinensis"
"3486","Region List","Sebastes umbrosus"
"3488","Region List","Sebastes variegatus"
"3493","Region List","Sebastes wilsoni"
"3494","Region List","Sebastes zacentrus"
"3499","Region List","Sebastolobus alascanus"
"3500","Region List","Sebastolobus altivelis"
"3502","Region List","Selar crumenophthalmus"
"3503","Region List","Selene brevoortii"
"3504","Region List","Selene peruviana"
"3505","Region List","Selene vomer"
"3511","Region List","Semicossyphus pulcher"
"3512","Region List","Seriola dumerili"
"3513","Region List","Seriola lalandi"
"3514","Region List","Seriola peruana"
"3515","Region List","Seriola rivoliana"
"3517","Region List","Seriphus politus"
"3519","Region List","Serranus aequidens"
"3520","Region List","Serranus huascarii"
"3521","Region List","Serranus psittacinus"
"3522","Region List","Serranus socorroensis"
"3524","Region List","Serrivomer beanii"
"3525","Region List","Serrivomer jesperseni"
"3526","Region List","Serrivomer samoensis"
"3527","Region List","Serrivomer sector"
"3534","Region List","Sicyopterus stimpsoni"
"3536","Region List","Siganus spinus"
"3537","Region List","Sigmistes caulias"
"3538","Region List","Sigmistes smithi"
"3539","Region List","Sigmops ebelingi"
"3540","Region List","Sigmops elongatus"
"3541","Region List","Sigmops gracilis"
"3543","Region List","Sillago japonica"
"3550","Region List","Simenchelys parasitica"
"3561","Region List","Sladenia remiger"
"3562","Region List","Snyderidia canina"
"3563","Region List","Soldatovia polyactocephala"
"3565","Region List","Solocisquama erythrina"
"3566","Region List","Solocisquama stellulata"
"3567","Region List","Somniosus pacificus"
"3568","Region List","Spectrunculus grandis"
"3569","Region List","Sphagemacrurus gibber"
"3570","Region List","Sphoeroides annulatus"
"3571","Region List","Sphoeroides lispus"
"3572","Region List","Sphoeroides lobatus"
"3573","Region List","Sphoeroides nephelus"
"3574","Region List","Sphoeroides pachygaster"
"3575","Region List","Sphoeroides sechurae"
"3576","Region List","Sphoeroides testudineus"
"3577","Region List","Sphyraena argentea"
"3578","Region List","Sphyraena barracuda"
"3579","Region List","Sphyraena ensis"
"3580","Region List","Sphyraena forsteri"
"3582","Region List","Sphyraena helleri"
"3583","Region List","Sphyraena lucasana"
"3584","Region List","Sphyraena pinguis"
"3585","Region List","Sphyraena sphyraena"
"3586","Region List","Sphyrna lewini"
"3587","Region List","Sphyrna mokarran"
"3588","Region List","Sphyrna zygaena"
"3590","Region List","Spirinchus starksi"
"3592","Region List","Spratelloides delicatulus"
"3610","Region List","Squalus acanthias"
"3611","Region List","Squalus blainville"
"3612","Region List","Squalus suckleyi"
"3613","Region List","Squatina armata"
"3614","Region List","Squatina californica"
"3615","Region List","Squatina oculata"
"3616","Region List","Squatina squatina"
"3617","Region List","Starksia cremnobates"
"3618","Region List","Starksia grammilaga"
"3619","Region List","Starksia guadalupae"
"3620","Region List","Starksia hoesei"
"3621","Region List","Starksia lepidogaster"
"3622","Region List","Starksia leucovitta"
"3623","Region List","Starksia spinipenis"
"3624","Region List","Stathmonotus lugubris"
"3625","Region List","Stathmonotus sinuscalifornici"
"3626","Region List","Stegastes acapulcoensis"
"3627","Region List","Stegastes flavilatus"
"3628","Region List","Stegastes leucorus"
"3629","Region List","Stegastes partitus"
"3630","Region List","Stegastes planifrons"
"3631","Region List","Stegastes rectifraenum"
"3632","Region List","Stegastes redemptus"
"3635","Region List","Stemonidium hypomelas"
"3636","Region List","Stemonosudis elegans"
"3637","Region List","Stemonosudis macrura"
"3638","Region List","Stemonosudis rothschildi"
"3645","Region List","Stephanolepis cirrhifer"
"3648","Region List","Stereolepis gigas"
"3649","Region List","Sternoptyx diaphana"
"3650","Region List","Sternoptyx obscura"
"3651","Region List","Sternoptyx pseudobscura"
"3652","Region List","Stethojulis balteata"
"3653","Region List","Stethojulis bandanensis"
"3654","Region List","Stethopristes eos"
"3664","Region List","Stolephorus dubiosus"
"3665","Region List","Stomias atriventer"
"3666","Region List","Stomias boa"
"3667","Region List","Stomias colubrinus"
"3668","Region List","Stomias danae"
"3669","Region List","Stomias longibarbatus"
"3672","Region List","Strongylura exilis"
"3673","Region List","Strongylura marina"
"3675","Region List","Strongylura scapularis"
"3677","Region List","Sudis atrox"
"3679","Region List","Suezichthys notatus"
"3680","Region List","Sufflamen bursa"
"3681","Region List","Sufflamen fraenatum"
"3682","Region List","Sufflamen verres"
"3683","Region List","Suttonia lineata"
"3684","Region List","Syacium latifrons"
"3685","Region List","Syacium ovale"
"3686","Region List","Symbolophorus boops"
"3687","Region List","Symbolophorus californiensis"
"3688","Region List","Symbolophorus evermanni"
"3689","Region List","Symbolophorus reversus"
"3690","Region List","Symbolophorus rufinus"
"3697","Region List","Symphurus atramentatus"
"3698","Region List","Symphurus atricauda"
"3699","Region List","Symphurus atricaudus"
"3700","Region List","Symphurus callopterus"
"3701","Region List","Symphurus fasciolaris"
"3702","Region List","Symphurus oligomerus"
"3703","Region List","Symphurus williamsi"
"3704","Region List","Symphysanodon maunaloae"
"3705","Region List","Symphysanodon typus"
"3706","Region List","Synagrops japonicus"
"3707","Region List","Synaphobranchus affinis"
"3708","Region List","Synaphobranchus brevidorsalis"
"3709","Region List","Synaphobranchus kaupii"
"3710","Region List","Synchiropus atrilabiatus"
"3711","Region List","Synchiropus corallinus"
"3712","Region List","Synchiropus hawaiiensis"
"3718","Region List","Syngnathus auliscus"
"3719","Region List","Syngnathus californiensis"
"3720","Region List","Syngnathus carinatus"
"3721","Region List","Syngnathus euchrous"
"3722","Region List","Syngnathus exilis"
"3723","Region List","Syngnathus insulae"
"3724","Region List","Syngnathus schlegeli"
"3725","Region List","Synodus binotatus"
"3726","Region List","Synodus dermatogenys"
"3727","Region List","Synodus evermanni"
"3728","Region List","Synodus falcatus"
"3729","Region List","Synodus kaianus"
"3730","Region List","Synodus lacertinus"
"3731","Region List","Synodus lobeli"
"3732","Region List","Synodus lucioceps"
"3733","Region List","Synodus mundyi"
"3734","Region List","Synodus scituliceps"
"3735","Region List","Synodus sechurae"
"3736","Region List","Synodus synodus"
"3737","Region List","Synodus ulae"
"3738","Region List","Synodus usitatus"
"3739","Region List","Synodus variegatus"
"3740","Region List","Taaningichthys bathyphilus"
"3741","Region List","Taaningichthys minimus"
"3742","Region List","Taaningichthys paurolychnus"
"3751","Region List","Tactostoma macropus"
"3752","Region List","Taeniamia leai"
"3753","Region List","Taenianotus triacanthus"
"3756","Region List","Taeniopsetta radula"
"3757","Region List","Taeniura lymma"
"3758","Region List","Takifugu niphobles"
"3763","Region List","Taractichthys steindachneri"
"3764","Region List","Taranetzella lyoderma"
"3765","Region List","Tarletonbeania crenularis"
"3766","Region List","Tarletonbeania taylori"
"3771","Region List","Temnocora candida"
"3774","Region List","Terapon jarbua"
"3783","Region List","Tetronarce californica"
"3784","Region List","Tetronarce nobiliana"
"3786","Region List","Thalassoma ballieui"
"3787","Region List","Thalassoma duperrey"
"3788","Region List","Thalassoma grammaticum"
"3789","Region List","Thalassoma lucasanum"
"3790","Region List","Thalassoma lutescens"
"3791","Region List","Thalassoma purpureum"
"3792","Region List","Thalassoma quinquevittatum"
"3793","Region List","Thalassoma trilobatum"
"3794","Region List","Thalassoma virens"
"3796","Region List","Thermarces cerberus"
"3806","Region List","Thunnus alalunga"
"3807","Region List","Thunnus albacares"
"3808","Region List","Thunnus obesus"
"3809","Region List","Thunnus orientalis"
"3810","Region List","Thunnus thynnus"
"3829","Region List","Thyriscus anoplus"
"3832","Region List","Tigrigobius digueti"
"3833","Region List","Tigrigobius limbaughi"
"3835","Region List","Tinca tinca"
"3836","Region List","Tomicodon boehlkei"
"3837","Region List","Tomicodon eos"
"3838","Region List","Tomicodon humeralis"
"3839","Region List","Tomicodon myersi"
"3840","Region List","Tomicodon petersii"
"3841","Region List","Tomicodon zebra"
"3843","Region List","Torquigener florealis"
"3844","Region List","Torquigener hypselogeneion"
"3845","Region List","Torquigener randalli"
"3846","Region List","Toxotes jaculatrix"
"3847","Region List","Trachinocephalus myops"
"3848","Region List","Trachinops caudimaculatus"
"3849","Region List","Trachinops noarlungae"
"3850","Region List","Trachinotus goodei"
"3851","Region List","Trachinotus kennedyi"
"3852","Region List","Trachinotus paitensis"
"3853","Region List","Trachinotus rhodopus"
"3854","Region List","Trachinotus stilbe"
"3855","Region List","Trachipterus altivelis"
"3856","Region List","Trachipterus fukuzakii"
"3857","Region List","Trachipterus trachypterus"
"3858","Region List","Trachonurus sentipellis"
"3859","Region List","Trachurus novaezelandiae"
"3860","Region List","Trachurus symmetricus"
"3862","Region List","Triaenodon obesus"
"3863","Region List","Triakis semifasciata"
"3864","Region List","Trichiurus lepturus"
"3866","Region List","Trichodon trichodon"
"3871","Region List","Tridentiger barbatus"
"3872","Region List","Tridentiger bifasciatus"
"3875","Region List","Tridentiger trigonocephalus"
"3876","Region List","Triglops forficatus"
"3879","Region List","Triglops metopias"
"3884","Region List","Triglops xenostethus"
"3885","Region List","Trimma taylori"
"3886","Region List","Triphoturus mexicanus"
"3887","Region List","Triphoturus nigrescens"
"3888","Region List","Triphoturus oculeum"
"3889","Region List","Triplophos hemingi"
"3892","Region List","Tripterophycis gilchristi"
"3895","Region List","Trypauchen vagina"
"3898","Region List","Tylosurus crocodilus crocodilus"
"3899","Region List","Tylosurus fodiator"
"3901","Region List","Tylosurus pacificus"
"3902","Region List","Typhlogobius californiensis"
"3903","Region List","Typhlonus nasus"
"3906","Region List","Ulvicola sanctaerosae"
"3907","Region List","Umbrina dorsalis"
"3908","Region List","Umbrina roncador"
"3909","Region List","Umbrina xanti"
"3910","Region List","Uncisudis advena"
"3911","Region List","Upeneus asymmetricus"
"3913","Region List","Uraspis helvola"
"3914","Region List","Uraspis secunda"
"3915","Region List","Urobatis concentricus"
"3916","Region List","Urobatis halleri"
"3917","Region List","Urobatis maculatus"
"3918","Region List","Uroconger lepturus"
"3919","Region List","Uropterygius macrocephalus"
"3920","Region List","Uropterygius marmoratus"
"3921","Region List","Uropterygius polyspilus"
"3922","Region List","Uropterygius polystictus"
"3923","Region List","Uropterygius versutus"
"3924","Region List","Urotrygon aspidura"
"3925","Region List","Urotrygon chilensis"
"3926","Region List","Urotrygon munda"
"3927","Region List","Urotrygon rogersi"
"3928","Region List","Urotrygon simulatrix"
"3931","Region List","Valenciennellus tripunctulatus"
"3934","Region List","Venefica procera"
"3935","Region List","Venefica tentaculata"
"3936","Region List","Ventrifossa atherodon"
"3937","Region List","Ventrifossa ctenomelas"
"3941","Region List","Vinciguerria attenuata"
"3942","Region List","Vinciguerria lucetia"
"3943","Region List","Vinciguerria nimbaria"
"3944","Region List","Vinciguerria poweriae"
"3945","Region List","Vitiaziella cubiceps"
"3946","Region List","Winteria telescopa"
"3947","Region List","Woodsia nonsuchae"
"3955","Region List","Xeneretmus ritteri"
"3956","Region List","Xeneretmus triacanthus"
"3958","Region List","Xenichthys xanti"
"3962","Region List","Xenomedea rhodopyga"
"3963","Region List","Xenomystax atrarius"
"3965","Region List","Xiphasia setifer"
"3969","Region List","Xyrichtys mundiceps"
"3980","Region List","Zalieutes elater"
"3981","Region List","Zameus squamulosus"
"3982","Region List","Zanclus cornutus"
"3985","Region List","Zapogon evermanni"
"3987","Region List","Zapteryx exasperata"
"3988","Region List","Zapteryx xyster"
"3989","Region List","Zebrasoma flavescens"
"3990","Region List","Zebrasoma velifer"
"3991","Region List","Zebrasoma xanthurum"
"3994","Region List","Zenopsis nebulosa"
"3997","Region List","Zesticelus profundorum"
"4006","Region List","Zu cristatus"
