subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num,class_count,extra_organism
CP053449,1977087,Bacteria,Pseudomonadota,unknown class,unknown order,unknown family,unknown genus,Pseudomonadota,1,393,n
KX599130,158754,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas,1,272,n
NC_066077,197753,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma intermedium,1,128,n
AF514847,197761,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,Gyrosigma fasciola,1,128,n
JX477012,215611,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,marine cyanobacterium,1,393,n
AF208991,132658,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,vent,1,393,n
AF514849,197754,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea crucigera,1,128,n
NC_044463,2305497,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora americana,1,128,n
KY498709,1659652,Eukaryota,Foraminifera,unknown class,Rotaliida,Glabratellidae,Angulodiscorbis,Angulodiscorbis quadrangularis,1,393,n
LN735305,265549,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula lanceolata,1,128,n
NC_056794,138539,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula veneta,1,128,n
MT585860,1884585,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas,1,653,n
KC462947,88364,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas marina,1,653,n
NR_025506,174037,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas profunda,1,653,n
NR_028003,1305840,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas kaikoae,1,653,n
LS483020,168275,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas arctica,1,653,n
FJ949344,646441,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,unknown genus,Psychromonadaceae,1,653,n
DQ530480,388003,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas gape,1,653,n
U91588,58052,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,facultative barophile,1,653,n
NR_116830,632140,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas boydii,1,653,n
KY438699,232,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas,1,653,n
NR_074862,357794,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,1,653,n
NR_114267,493381,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas agarivorans,1,653,n
EU086771,479076,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,gamma proteobacterium endosymbiont,1,653,n
NR_041606,444922,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ossibalaenae,1,653,n
NR_041605,444920,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas macrocephali,1,653,n
NR_041604,444919,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas aquimarina,1,653,n
AJ308372,149548,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,marine psychrotrophic,1,653,n
U14582,37449,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,gas vacuolate str,1,653,n
NR_156934,2005072,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas aquatilis,1,653,n
AY771768,67573,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas antarctica,1,653,n
AB365349,479650,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas heitensis,1,653,n
NR_041603,444918,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas japonica,1,653,n
JF969168,1052208,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Bathymodiolus brooksi gill symbiont,1,393,n
NR_040949,211669,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas hadalis,1,653,n
CP046065,2661922,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio,1,653,n
X54745,1037,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unknown genus,Barophile,1,653,n
NR_169324,2520508,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Corallincola,Corallincola spongiicola,1,653,n
NR_174197,2282215,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Corallincola,Corallincola holothuriorum,1,653,n
KJ577079,359303,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella loihica,1,653,n
KJ577033,1503153,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella,1,653,n
MW589780,197504,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,unknown genus,Aeromonadaceae,1,653,n
NR_149805,1193278,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Corallincola,Corallincola platygyrae,1,653,n
MK224696,2038068,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Corallincola,Corallincola,1,653,n
NR_164987,1775177,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Corallincola,Corallincola luteus,1,653,n
ON548928,2303987,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,unknown family,Motilimonas,Motilimonas pumila,1,653,n
OL979319,1194427,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio toranzoniae,1,653,n
JQ307148,47951,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus,1,653,n
JQ307125,29497,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,1,653,n
MH667645,693153,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio atlanticus,1,653,n
KF743854,198832,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio pomeroyi,1,653,n
MT578061,2742685,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,unknown family,Motilimonas,Motilimonas cestriensis,1,653,n
MT510175,246167,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio crassostreae,1,653,n
MT505700,170673,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio kanaloae,1,653,n
MT269632,552386,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio gallaecicus,1,653,n
MT269631,296199,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio gigantis,1,653,n
MT269630,170679,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio chagasii,1,653,n
MT269626,1516159,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio coralliirubri,1,653,n
MT269623,212663,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tasmaniensis,1,653,n
JX530817,1233509,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,unknown genus,Salinisphaeraceae,1,653,n
JN710373,372654,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter,1,272,n
MF040021,189542,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella,1,653,n
KC009910,1247653,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,unknown genus,Thioalkalispiraceae,1,653,n
CP026124,1758194,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter,1,412,n
OM267670,933926,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,Sinobacterium caligoides,1,653,n
HG004171,1641715,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,Sinobacterium norvegicum,1,653,n
CP019343,716816,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,Oceanicoccus sagamiensis,1,653,n
JX526467,863881,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,unknown genus,BD clade,1,653,n
MH731319,354246,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter marinus,1,653,n
KU647870,1805562,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,Sinobacterium,1,653,n
KY416514,1931236,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania,1,653,n
CP090569,393765,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,Candidatus Endoriftia,Candidatus Endoriftia persephone,1,653,n
EF675613,469795,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,sulfuroxidizing symbiont,1,653,n
EU143369,472168,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio,1,653,n
LT935677,172371,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax,Alloalcanivorax venustensis,1,653,n
LT935674,454602,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter tropicus,1,653,n
LT629157,1904639,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,Oceanicoccus,1,653,n
ON028277,1983305,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Woeseiaceae,unknown genus,Woeseiaceae,1,653,n
HM804342,877071,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus S',1,653,n
M99451,2365,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,Riftia pachyptila trophosome symbiont,1,653,n
MT449026,287488,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Eionea,Eionea nigra,1,653,n
MK250494,471499,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania marina,1,653,n
NR_148757,1076588,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,Thiolapillus,Thiolapillus brandeum,1,653,n
LC000744,1545899,Eukaryota,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucina,Lucina,1,1,n
NR_179344,2760804,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter pelagi,1,653,n
AY711041,181674,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,unknown genus,Methylococcaceae,1,653,n
X84980,45460,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,Lucina pectinata gill symbiont,1,653,n
MT613340,2004510,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudomaricurvus,Pseudomaricurvus,1,653,n
MK587649,1872502,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea,1,653,n
MH929609,452629,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea balenae,1,653,n
MG802748,239213,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum,1,653,n
NR_112217,241430,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Starria,Starria zimbabweensis,1,126,n
MK814633,131094,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,Cryptopleura ramosa,1,11,n
MK211234,2490539,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Crinalium,Crinalium magnum,1,126,n
MH688842,2290988,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Hormoscilla,Hormoscilla cf pringsheimii Uss,1,126,n
KC196264,1288314,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Moorena,Moorena producens,1,126,n
CP003620,1173022,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Gomontiellaceae,Crinalium,Crinalium epipsammum,1,126,n
EU022730,457939,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,Calothrix,1,126,n
MN960022,1658791,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Moorena,Moorena,1,126,n
LC535003,2720152,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Moorena,Moorenak,1,126,n
MK299237,2496922,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Moorena,Moorena bouillonii,1,126,n
MH463401,2527862,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Oculatella,Oculatella cataractarum,1,126,n
MK211229,2489138,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Timaviella,Timaviella edaphica,1,126,n
MH688850,2290982,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Timaviella,Timaviella dunensis,1,126,n
LT634150,1920418,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Timaviella,Timaviella karstica,1,126,n
LT634149,1920417,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Timaviella,Timaviella circinata,1,126,n
KY550452,1940714,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sulphureum,1,126,n
KY083065,202687,Eukaryota,Rhodophyta,Florideophyceae,Thoreales,Thoreaceae,Thorea,Thorea hispida,1,11,n
KX284714,202687,Eukaryota,Rhodophyta,Florideophyceae,Thoreales,Thoreaceae,Thorea,Thorea hispida,2,11,n
NC_031171,202687,Eukaryota,Rhodophyta,Florideophyceae,Thoreales,Thoreaceae,Thorea,Thorea hispida,3,11,n
NC_025532,3102,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Parietochloris,Parietochloris pseudoalveolaris,1,61,n
KM462875,163096,Viridiplantae,Chlorophyta,Chlorophyceae,Chlorosarcinales,Chlorosarcinaceae,Chlorosarcina,Chlorosarcina brevispinosa,1,3,n
KM462869,3102,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Parietochloris,Parietochloris pseudoalveolaris,2,61,n
KJ143691,259949,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium,1,126,n
AB863125,1414809,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,Lyngbya cf majuscula miyamo,1,126,n
KX844901,34034,Bacteria,Pseudomonadota,Deltaproteobacteria,unknown order,unknown family,unknown genus,delta proteobacterium,1,5,n
KX588430,34034,Bacteria,Pseudomonadota,Deltaproteobacteria,unknown order,unknown family,unknown genus,delta proteobacterium,2,5,n
MT084044,2026735,Bacteria,Pseudomonadota,Deltaproteobacteria,unknown order,unknown family,unknown genus,Deltaproteobacteria,1,5,n
HQ675410,939568,Bacteria,Pseudomonadota,Deltaproteobacteria,unknown order,unknown family,unknown genus,Deltaproteobacteria,2,5,n
FJ002206,555845,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,unknown genus,Plagiotropidaceae,1,128,n
FJ002200,420261,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosiraantarctica,1,151,n
FJ002209,555835,Eukaryota,Bacillariophyta,Fragilariophyceae,Rhaponeidales,Rhaphoneidaceae,Delphineis,Delphineis,1,37,n
JN049999,269212,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis,1,126,n
GU591327,400756,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,Durinskia baltica,2,7,n
AY221721,85094,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frustulum,1,128,n
FJ002210,555753,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira antarctica var borealis,1,151,n
FJ002183,265554,Eukaryota,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora coffeiformis,1,128,n
HQ184362,189685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus,1,272,n
MN492347,1046116,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus oceanense,1,272,n
MF872579,1920174,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,Octadecabacter,1,272,n
MG837549,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,1,301,n
MF143597,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,2,301,n
KX982652,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,3,301,n
KX982651,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,4,301,n
KX982649,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,5,301,n
KX982640,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,6,301,n
KX982638,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,7,301,n
KX146493,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,8,301,n
KX620012,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,9,301,n
KT279759,9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,10,301,n
KT965278,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,1,301,n
OQ303842,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,1,301,n
OQ303841,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,2,301,n
ON706057,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,2,301,n
OM069301,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,3,301,n
KJ746662,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,4,301,n
MN025258,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,5,301,n
KC469586,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,6,301,n
NC_014692,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,3,301,n
NC_012095,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,7,301,n
ON804887,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,8,301,n
ON715893,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,9,301,n
OM236539,9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa domesticus,10,301,n
KP301137,415978,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa scrofa,1,301,n
KF660222,415978,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa scrofa,2,301,n
GU147934,310261,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa taivanus,4,301,n
CP071572,415978,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa scrofa,3,301,n
NC_024860,273789,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus celebensis,1,301,n
KM203891,273789,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus celebensis,2,301,n
NC_039090,309913,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa cristatus,1,301,n
NC_023541,315377,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus cebifrons,1,301,n
NC_023536,159856,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus verrucosus,1,301,n
OM162160,309913,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa cristatus,2,301,n
KF952600,315377,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus cebifrons,2,301,n
KF926379,159856,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus verrucosus,2,301,n
NC_026992,41807,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus barbatus,1,301,n
