verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Epinephelus cifuentesi,Epinephelus cifuentesi,accepted,Epinephelus cifuentesi,NA,species,Actinopteri,Perciformes,Serranidae,Epinephelus,TRUE,FALSE,FALSE,273842,273842,683847,160716,Eastern Tropical Pacific
Carangoides otrynter,Carangoides otrynter,accepted,Carangoides otrynter,NA,species,Actinopteri,Carangiformes,Carangidae,Carangoides,TRUE,FALSE,FALSE,276243,276243,601384,179362,Eastern Tropical Pacific
Prognathodes aculeatus,Prognathodes aculeatus,accepted,Prognathodes aculeatus,NA,species,Actinopteri,Acanthuriformes,Chaetodontidae,Prognathodes,TRUE,FALSE,FALSE,273369,273369,572779,109682,Eastern Tropical Pacific
Brachygenys californiensis,Brachygenys californiensis,accepted,Brachygenys californiensis,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Brachygenys,TRUE,FALSE,FALSE,1577329,1577329,NA,NA,Eastern Tropical Pacific
Vinciguerria poweriae,Vinciguerria poweriae,accepted,Vinciguerria poweriae,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127304,127304,70970,473336,Eastern Tropical Pacific
Prionace glauca,Prionace glauca,accepted,Prionace glauca,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,TRUE,TRUE,FALSE,105801,105801,12783,7815,Eastern Tropical Pacific
Xanthichthys lineopunctatus,Xanthichthys lineopunctatus,accepted,Xanthichthys lineopunctatus,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Xanthichthys,TRUE,FALSE,FALSE,219896,219896,13452,586875,Eastern Tropical Pacific
Orthopristis chalceus,Orthopristis chalceus,accepted,Orthopristis chalceus,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Orthopristis,TRUE,FALSE,FALSE,275741,275741,59263,1010708,Eastern Tropical Pacific
Citharichthys sordidus,Citharichthys sordidus,accepted,Citharichthys sordidus,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275694,275694,11803,319774,Eastern Tropical Pacific
Ophichthus apachus,Ophichthus apachus,accepted,Ophichthus apachus,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271938,271938,449230,NA,Eastern Tropical Pacific
Tomicodon eos,Tomicodon eos,accepted,Tomicodon eos,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Tomicodon,TRUE,FALSE,FALSE,282992,282992,NA,NA,Eastern Tropical Pacific
Tylosurus pacificus,Tylosurus pacificus,accepted,Tylosurus pacificus,NA,species,Actinopteri,Beloniformes,Belonidae,Tylosurus,TRUE,FALSE,FALSE,272147,272147,NA,130046,Eastern Tropical Pacific
Diaphus phillipsi,Diaphus phillipsi,accepted,Diaphus phillipsi,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272687,272687,NA,1519970,Eastern Tropical Pacific
Cynoglossus abbreviatus,Cynoglossus abbreviatus,accepted,Cynoglossus abbreviatus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,TRUE,FALSE,FALSE,274192,274192,462347,341728,Eastern Tropical Pacific
Myctophum nitidulum,Myctophum nitidulum,accepted,Myctophum nitidulum,NA,species,Actinopteri,Myctophiformes,Myctophidae,Myctophum,TRUE,FALSE,FALSE,126626,126626,125634,123340,Eastern Tropical Pacific
Anisotremus taeniatus,Anisotremus taeniatus,accepted,Anisotremus taeniatus,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279624,279624,34527,531325,Eastern Tropical Pacific
Uraspis secunda,Uraspis secunda,accepted,Uraspis secunda,NA,species,Actinopteri,Carangiformes,Carangidae,Uraspis,TRUE,FALSE,FALSE,159658,159658,140515,948070,Eastern Tropical Pacific
Sphyrna zygaena,Sphyrna zygaena,accepted,Sphyrna zygaena,NA,species,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TRUE,TRUE,FALSE,105819,105819,16977,195335,Eastern Tropical Pacific
Sphyrna mokarran,Sphyrna mokarran,accepted,Sphyrna mokarran,NA,species,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TRUE,TRUE,FALSE,105817,105817,55546,195334,Eastern Tropical Pacific
Hyporhamphus gilli,Hyporhamphus gilli,accepted,Hyporhamphus gilli,NA,species,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,TRUE,FALSE,FALSE,272181,272181,NA,NA,Eastern Tropical Pacific
Monolene dubiosa,Monolene dubiosa,accepted,Monolene dubiosa,NA,species,Actinopteri,Pleuronectiformes,Bothidae,Monolene,TRUE,FALSE,FALSE,275917,275917,NA,NA,Eastern Tropical Pacific
Chiloconger dentatus,Chiloconger dentatus,accepted,Chiloconger dentatus,NA,species,Actinopteri,Anguilliformes,Congridae,Chiloconger,TRUE,FALSE,FALSE,280147,280147,399255,NA,Eastern Tropical Pacific
Syngnathus schlegeli,Syngnathus schlegeli,accepted,Syngnathus schlegeli,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,TRUE,FALSE,275231,275231,503644,103720,Eastern Tropical Pacific
Symphurus oligomerus,Symphurus oligomerus,accepted,Symphurus oligomerus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274264,274264,NA,NA,Eastern Tropical Pacific
Aseraggodes herrei,Aseraggodes herrei,accepted,Aseraggodes herrei,NA,species,Actinopteri,Pleuronectiformes,Soleidae,Aseraggodes,TRUE,FALSE,FALSE,279721,279721,NA,NA,Eastern Tropical Pacific
Melamphaes janae,Melamphaes janae,accepted,Melamphaes janae,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274929,274929,NA,NA,Eastern Tropical Pacific
Zapteryx xyster,Zapteryx xyster,accepted,Zapteryx xyster,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zapteryx,TRUE,FALSE,FALSE,283214,283214,NA,NA,Eastern Tropical Pacific
Hypsopsetta guttulata,Hypsopsetta guttulata,accepted,Hypsopsetta guttulata,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hypsopsetta,TRUE,TRUE,FALSE,281128,281128,125507,320378,Eastern Tropical Pacific
Pleuronichthys ritteri,Pleuronichthys ritteri,accepted,Pleuronichthys ritteri,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282294,282294,125508,320380,Eastern Tropical Pacific
Menticirrhus nasus,Menticirrhus nasus,accepted,Menticirrhus nasus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276146,276146,733322,1706453,Eastern Tropical Pacific
Diaphus effulgens,Diaphus effulgens,accepted,Diaphus effulgens,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,126591,126591,59448,473308,Eastern Tropical Pacific
Genyatremus dovii,Genyatremus dovii,accepted,Genyatremus dovii,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Genyatremus,TRUE,FALSE,FALSE,995103,995103,495732,1181253,Eastern Tropical Pacific
Scomber australasicus,Scomber australasicus,accepted,Scomber australasicus,NA,species,Actinopteri,Scombriformes,Scombridae,Scomber,TRUE,FALSE,FALSE,219715,219715,11601,29150,Eastern Tropical Pacific
Cyclopsetta querna,Cyclopsetta querna,accepted,Cyclopsetta querna,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Cyclopsetta,TRUE,TRUE,FALSE,275703,275703,11800,1247399,Eastern Tropical Pacific
Haemulon californiensis,Brachygenys californiensis,superseded combination,Haemulon californiensis,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,TRUE,FALSE,FALSE,1020317,1020317,496003,314000,Eastern Tropical Pacific
Desmodema lorum,Desmodema lorum,accepted,Desmodema lorum,NA,species,Actinopteri,Lampriformes,Trachipteridae,Desmodema,TRUE,FALSE,FALSE,275872,275872,125555,320418,Eastern Tropical Pacific
Glossogobius kokius,Glossogobius kokius,accepted,Glossogobius kokius,NA,species,Actinopteri,Gobiiformes,Gobiidae,Glossogobius,TRUE,TRUE,TRUE,276807,276807,NA,NA,Eastern Tropical Pacific
Cheilopogon heterurus,Cheilopogon heterurus,accepted,Cheilopogon heterurus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,126382,126382,251737,546515,Eastern Tropical Pacific
Caranx latus,Caranx latus,accepted,Caranx latus,NA,species,Actinopteri,Carangiformes,Carangidae,Caranx,TRUE,TRUE,TRUE,126804,126804,52245,75015,Eastern Tropical Pacific
Sphyraena lucasana,Sphyraena lucasana,accepted,Sphyraena lucasana,NA,species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273982,273982,NA,55127,Eastern Tropical Pacific
Semicossyphus pulcher,Semicossyphus pulcher,accepted,Semicossyphus pulcher,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Semicossyphus,TRUE,FALSE,FALSE,282753,282753,52784,241346,Eastern Tropical Pacific
Mycteroperca xenarcha,Mycteroperca xenarcha,accepted,Mycteroperca xenarcha,NA,species,Actinopteri,Perciformes,Serranidae,Mycteroperca,TRUE,TRUE,FALSE,273886,273886,125534,320403,Eastern Tropical Pacific
Kyphosus ocyurus,Kyphosus ocyurus,accepted,Kyphosus ocyurus,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1018702,1018702,NA,NA,Eastern Tropical Pacific
Ceratoscopelus warmingii,Ceratoscopelus warmingii,accepted,Ceratoscopelus warmingii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,126586,126586,52849,123251,Eastern Tropical Pacific
Chanos chanos,Chanos chanos,accepted,Chanos chanos,NA,species,Actinopteri,Gonorynchiformes,Chanidae,Chanos,TRUE,TRUE,TRUE,217625,217625,16505,29144,Eastern Tropical Pacific
Conodon serrifer,Conodon serrifer,accepted,Conodon serrifer,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Conodon,TRUE,FALSE,FALSE,280387,280387,371494,1010703,Eastern Tropical Pacific
Azurina hirundo,Azurina hirundo,accepted,Azurina hirundo,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Azurina,TRUE,FALSE,FALSE,279852,279852,71616,196127,Eastern Tropical Pacific
Bajacalifornia burragei,Bajacalifornia burragei,accepted,Bajacalifornia burragei,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272857,272857,125591,740690,Eastern Tropical Pacific
Oryzias curvinotus,Oryzias curvinotus,accepted,Oryzias curvinotus,NA,species,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,FALSE,TRUE,TRUE,281937,281937,797602,104658,Eastern Tropical Pacific
Channa striata,Channa striata,accepted,Channa striata,NA,species,Actinopteri,Anabantiformes,Channidae,Channa,FALSE,TRUE,TRUE,280130,280130,47889,64152,Eastern Tropical Pacific
Epinephelus quinquefasciatus,Epinephelus quinquefasciatus,accepted,Epinephelus quinquefasciatus,NA,species,Actinopteri,Perciformes,Serranidae,Epinephelus,TRUE,FALSE,FALSE,304761,304761,453881,1316041,Eastern Tropical Pacific
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,127273,34228,88708,Eastern Tropical Pacific
Nasolamia velox,Nasolamia velox,accepted,Nasolamia velox,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Nasolamia,TRUE,FALSE,FALSE,281637,281637,122821,671162,Eastern Tropical Pacific
Mustelus lunulatus,Mustelus lunulatus,accepted,Mustelus lunulatus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271389,271389,11401,689952,Eastern Tropical Pacific
Oreochromis mossambicus,Oreochromis mossambicus,accepted,Oreochromis mossambicus,NA,species,Actinopteri,Cichliformes,Cichlidae,Oreochromis,FALSE,TRUE,TRUE,218777,218777,24807,8127,Eastern Tropical Pacific
Thalassoma duperrey,Thalassoma duperrey,accepted,Thalassoma duperrey,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,TRUE,FALSE,FALSE,273579,273579,83522,239043,North Central Pacific Gyre
Paracirrhites arcatus,Paracirrhites arcatus,accepted,Paracirrhites arcatus,NA,species,Actinopteri,Centrarchiformes,Cirrhitidae,Paracirrhites,TRUE,FALSE,FALSE,218866,218866,64444,215373,North Central Pacific Gyre
Acanthurus nigrofuscus,Acanthurus nigrofuscus,accepted,Acanthurus nigrofuscus,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219640,219640,11533,12913,North Central Pacific Gyre
Chromis vanderbilti,Chromis vanderbilti,accepted,Chromis vanderbilti,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,273758,273758,89205,997969,North Central Pacific Gyre
Parupeneus multifasciatus,Parupeneus multifasciatus,accepted,Parupeneus multifasciatus,NA,species,Actinopteri,Mulliformes,Mullidae,Parupeneus,TRUE,FALSE,FALSE,277820,277820,89163,626244,North Central Pacific Gyre
Ctenochaetus strigosus,Ctenochaetus strigosus,accepted,Ctenochaetus strigosus,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,TRUE,FALSE,FALSE,219658,219658,47278,586812,North Central Pacific Gyre
Plectroglyphidodon fasciolatus,Plectroglyphidodon fasciolatus,accepted,Plectroglyphidodon fasciolatus,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,TRUE,FALSE,FALSE,1592381,1592381,NA,NA,North Central Pacific Gyre
Stethojulis balteata,Stethojulis balteata,accepted,Stethojulis balteata,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Stethojulis,TRUE,FALSE,FALSE,219060,219060,80784,347729,North Central Pacific Gyre
Bodianus albotaeniatus,Bodianus albotaeniatus,accepted,Bodianus albotaeniatus,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Bodianus,TRUE,FALSE,FALSE,712758,712758,573512,2108417,North Central Pacific Gyre
Sufflamen bursa,Sufflamen bursa,accepted,Sufflamen bursa,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,TRUE,FALSE,FALSE,219894,219894,64521,303704,North Central Pacific Gyre
Acanthurus olivaceus,Acanthurus olivaceus,accepted,Acanthurus olivaceus,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219625,219625,89294,238053,North Central Pacific Gyre
Halichoeres ornatissimus,Halichoeres ornatissimus,accepted,Halichoeres ornatissimus,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,FALSE,FALSE,275783,275783,24937,317493,North Central Pacific Gyre
Canthigaster jactator,Canthigaster jactator,accepted,Canthigaster jactator,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,TRUE,FALSE,FALSE,275256,275256,140806,223139,North Central Pacific Gyre
Coris venusta,Coris venusta,accepted,Coris venusta,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,TRUE,FALSE,FALSE,273564,273564,NA,1984840,North Central Pacific Gyre
Plectroglyphidodon johnstonianus,Plectroglyphidodon johnstonianus,accepted,Plectroglyphidodon johnstonianus,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,TRUE,FALSE,FALSE,212859,212859,89160,997975,North Central Pacific Gyre
Naso lituratus,Naso lituratus,accepted,Naso lituratus,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Naso,TRUE,FALSE,FALSE,219665,219665,47171,75028,North Central Pacific Gyre
Acanthurus nigroris,Acanthurus nigroris,accepted,Acanthurus nigroris,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219642,219642,180465,175432,North Central Pacific Gyre
Thalassoma ballieui,Thalassoma ballieui,accepted,Thalassoma ballieui,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,TRUE,FALSE,FALSE,273577,273577,81786,239040,North Central Pacific Gyre
Zebrasoma flavescens,Zebrasoma flavescens,accepted,Zebrasoma flavescens,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,TRUE,FALSE,FALSE,219683,219683,47230,175439,North Central Pacific Gyre
Chlorurus perspicillatus,Chlorurus perspicillatus,accepted,Chlorurus perspicillatus,NA,species,Actinopteri,Eupercaria incertae sedis,Scaridae,Chlorurus,TRUE,FALSE,FALSE,277509,277509,NA,1236052,North Central Pacific Gyre
Centropyge potteri,Centropyge potteri,accepted,Centropyge potteri,NA,species,Actinopteri,Acanthuriformes,Pomacanthidae,Centropyge,TRUE,FALSE,FALSE,278848,278848,47199,109733,North Central Pacific Gyre
Macropharyngodon geoffroy,Macropharyngodon geoffroy,accepted,Macropharyngodon geoffroy,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Macropharyngodon,TRUE,FALSE,FALSE,219029,219029,80783,241318,North Central Pacific Gyre
Chaetodon multicinctus,Chaetodon multicinctus,accepted,Chaetodon multicinctus,NA,species,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,TRUE,FALSE,FALSE,273349,273349,47279,39044,North Central Pacific Gyre
Acanthurus leucopareius,Acanthurus leucopareius,accepted,Acanthurus leucopareius,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219624,219624,495631,1828454,North Central Pacific Gyre
Naso unicornis,Naso unicornis,accepted,Naso unicornis,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Naso,TRUE,FALSE,FALSE,219668,219668,89189,175444,North Central Pacific Gyre
Acanthurus triostegus,Acanthurus triostegus,accepted,Acanthurus triostegus,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219630,219630,10789,175435,North Central Pacific Gyre
Chlorurus spilurus,Chlorurus spilurus,accepted,Chlorurus spilurus,NA,species,Actinopteri,Eupercaria incertae sedis,Scaridae,Chlorurus,TRUE,FALSE,FALSE,712772,712772,723374,1236054,North Central Pacific Gyre
Sufflamen fraenatum,Sufflamen fraenatum,accepted,Sufflamen fraenatum,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Sufflamen,TRUE,FALSE,FALSE,276852,276852,30315,181478,North Central Pacific Gyre
Plectroglyphidodon imparipennis,Plectroglyphidodon imparipennis,accepted,Plectroglyphidodon imparipennis,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,TRUE,FALSE,FALSE,212856,212856,89208,997974,North Central Pacific Gyre
Chromis hanui,Pycnochromis hanui,unaccepted,Chromis hanui,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,273729,273729,785158,2108418,North Central Pacific Gyre
Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,accepted,Oxycheilinus bimaculatus,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Oxycheilinus,TRUE,FALSE,FALSE,219039,219039,47268,241327,North Central Pacific Gyre
Chromis agilis,Chromis agilis,accepted,Chromis agilis,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,212808,212808,89338,229076,North Central Pacific Gyre
Gomphosus varius,Gomphosus varius,accepted,Gomphosus varius,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Gomphosus,TRUE,FALSE,FALSE,218975,218975,47275,8249,North Central Pacific Gyre
Melichthys vidua,Melichthys vidua,accepted,Melichthys vidua,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Melichthys,TRUE,FALSE,FALSE,219879,219879,89203,392900,North Central Pacific Gyre
Dascyllus albisella,Dascyllus albisella,accepted,Dascyllus albisella,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Dascyllus,TRUE,FALSE,FALSE,278448,278448,785154,91608,North Central Pacific Gyre
Melichthys niger,Melichthys niger,accepted,Melichthys niger,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Melichthys,TRUE,FALSE,FALSE,219881,219881,55686,94928,North Central Pacific Gyre
Labroides phthirophagus,Labroides phthirophagus,accepted,Labroides phthirophagus,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Labroides,TRUE,FALSE,FALSE,278690,278690,83103,398665,North Central Pacific Gyre
Cirrhitops fasciatus,Cirrhitops fasciatus,accepted,Cirrhitops fasciatus,NA,species,Actinopteri,Centrarchiformes,Cirrhitidae,Cirrhitops,TRUE,FALSE,FALSE,218861,218861,64504,529473,North Central Pacific Gyre
Zanclus cornutus,Zanclus cornutus,accepted,Zanclus cornutus,NA,species,Actinopteri,Acanthuriformes,Zanclidae,Zanclus,TRUE,FALSE,FALSE,220083,220083,11120,75044,North Central Pacific Gyre
Lutjanus kasmira,Lutjanus kasmira,accepted,Lutjanus kasmira,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,FALSE,FALSE,218482,218482,89326,396787,North Central Pacific Gyre
Aprion virescens,Aprion virescens,accepted,Aprion virescens,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Aprion,TRUE,FALSE,FALSE,212546,212546,11423,396781,North Central Pacific Gyre
Pseudocheilinus evanidus,Pseudocheilinus evanidus,accepted,Pseudocheilinus evanidus,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Pseudocheilinus,TRUE,FALSE,FALSE,208917,208917,64509,586857,North Central Pacific Gyre
Scarus rubroviolaceus,Scarus rubroviolaceus,accepted,Scarus rubroviolaceus,NA,species,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,TRUE,FALSE,FALSE,219124,219124,14019,247628,North Central Pacific Gyre
Acanthurus dussumieri,Acanthurus dussumieri,accepted,Acanthurus dussumieri,NA,species,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,TRUE,FALSE,FALSE,219641,219641,10845,238051,North Central Pacific Gyre
