region,gbifIDs,approximate_match,number_matches,kingdom,phylum,class,order,family,genus,species
North Central Pacific Gyre,2415154,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
Southern California Bight,2415154,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
California Current,5210278,FALSE,1,Animalia,Chordata,NA,Perciformes,Labrisomidae,Cryptotrema,Cryptotrema corallinum
Southern California Bight,5210278,FALSE,1,Animalia,Chordata,NA,Perciformes,Labrisomidae,Cryptotrema,Cryptotrema corallinum
Subarctic Pacific,2336124,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Liparidae,Crystallichthys,Crystallichthys cyclospilus
Gulf of Alaska,2336124,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Liparidae,Crystallichthys,Crystallichthys cyclospilus
Aleutian Islands,2336124,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Liparidae,Crystallichthys,Crystallichthys cyclospilus
North Central Pacific Gyre,2379643,FALSE,1,Animalia,Chordata,NA,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus hawaiiensis
North Central Pacific Gyre,2379620,FALSE,1,Animalia,Chordata,NA,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Southern California Bight,2375381,FALSE,1,Animalia,Chordata,NA,Perciformes,Gobiidae,Ctenogobius,Ctenogobius sagittula
California Current,2375381,FALSE,1,Animalia,Chordata,NA,Perciformes,Gobiidae,Ctenogobius,Ctenogobius sagittula
"Oregon, Washington, Vancouver Coast and Shelf",2362030,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella
Northern California,2362030,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella
North Central Pacific Gyre,2381925,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps baxteri
North Pacific Transitional,2381925,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps baxteri
Northern California,2381899,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps capensis
California Current,2381899,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps capensis
North Central Pacific Gyre,2381926,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps pauciradiatus
Southern California Bight,2381926,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps pauciradiatus
Northern California,2381926,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps pauciradiatus
California Current,2381926,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps pauciradiatus
North Central Pacific Gyre,2381911,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Cubiceps,Cubiceps whiteleggii
North American Pacific Fijordland,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
North Central Pacific Gyre,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
California Current,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
Southern California Bight,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
Northern California,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
"Oregon, Washington, Vancouver Coast and Shelf",2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
North Pacific Transitional,2347458,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens
California Current,2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
"Oregon, Washington, Vancouver Coast and Shelf",2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
Northern California,2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
North Pacific Transitional,2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
Subarctic Pacific,2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
North Central Pacific Gyre,2347461,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba
North Pacific Transitional,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
Puget Trough/Georgia Basin,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
California Current,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
Northern California,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
Gulf of Alaska,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
North Central Pacific Gyre,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
Subarctic Pacific,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
North American Pacific Fijordland,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
Southern California Bight,2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
"Oregon, Washington, Vancouver Coast and Shelf",2347468,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone atraria
North Central Pacific Gyre,2347454,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone braueri
California Current,2347454,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone braueri
Northern California,2347454,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone braueri
Southern California Bight,2347454,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone braueri
California Current,2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
Northern California,2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
Southern California Bight,2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
"Oregon, Washington, Vancouver Coast and Shelf",2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
Subarctic Pacific,2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
North American Pacific Fijordland,2347448,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon
Southern California Bight,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
Subarctic Pacific,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
Northern California,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
"Oregon, Washington, Vancouver Coast and Shelf",2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
North Central Pacific Gyre,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
California Current,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
North Pacific Transitional,2347450,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida
California Current,2347453,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone parapallida
Northern California,2347453,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone parapallida
North Central Pacific Gyre,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
Southern California Bight,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
North Pacific Transitional,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
Northern California,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
California Current,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
"Oregon, Washington, Vancouver Coast and Shelf",2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
Subarctic Pacific,2347465,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida
Aleutian Islands,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
Subarctic Pacific,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
North Pacific Transitional,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
Southern California Bight,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
Northern California,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
California Current,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
"Oregon, Washington, Vancouver Coast and Shelf",7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
North Central Pacific Gyre,7949609,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata
North American Pacific Fijordland,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
California Current,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
"Oregon, Washington, Vancouver Coast and Shelf",2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
Subarctic Pacific,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
Northern California,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
North Central Pacific Gyre,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
North Pacific Transitional,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
Southern California Bight,2415360,FALSE,1,Animalia,Chordata,NA,Saccopharyngiformes,Cyematidae,Cyema,Cyema atrum
North American Pacific Fijordland,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Gulf of Alaska,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
California Current,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Subarctic Pacific,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Puget Trough/Georgia Basin,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
"Oregon, Washington, Vancouver Coast and Shelf",2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Northern California,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
Southern California Bight,2389234,FALSE,1,Animalia,Chordata,NA,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata
North Central Pacific Gyre,2384387,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Cymolutes,Cymolutes lecluse
California Current,2400019,FALSE,1,Animalia,Chordata,NA,Perciformes,Sciaenidae,Cynoscion,Cynoscion parvipinnis
Southern California Bight,2400019,FALSE,1,Animalia,Chordata,NA,Perciformes,Sciaenidae,Cynoscion,Cynoscion parvipinnis
California Current,2400026,FALSE,1,Animalia,Chordata,NA,Perciformes,Sciaenidae,Cynoscion,Cynoscion reticulatus
Southern California Bight,2400008,FALSE,1,Animalia,Chordata,NA,Perciformes,Sciaenidae,Cynoscion,Cynoscion xanthulus
Southern California Bight,4284441,FALSE,1,Animalia,Chordata,NA,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon salinus
California Current,4286975,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
Southern California Bight,4286975,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
Puget Trough/Georgia Basin,4286975,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
Northern California,4286975,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
"Oregon, Washington, Vancouver Coast and Shelf",4286975,FALSE,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
North Central Pacific Gyre,5207920,FALSE,1,Animalia,Chordata,NA,Beloniformes,Exocoetidae,Cypselurus,Cypselurus angusticeps
North Central Pacific Gyre,5207925,FALSE,1,Animalia,Chordata,NA,Beloniformes,Exocoetidae,Cypselurus,Cypselurus callopterus
North Central Pacific Gyre,5207921,FALSE,1,Animalia,Chordata,NA,Beloniformes,Exocoetidae,Cypselurus,Cypselurus hexazona
North Central Pacific Gyre,5207918,FALSE,1,Animalia,Chordata,NA,Beloniformes,Exocoetidae,Cypselurus,Cypselurus naresii
California Current,2390125,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactylagnus,Dactylagnus mundus
North Central Pacific Gyre,2333592,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Dactylopteridae,Dactyloptena,Dactyloptena orientalis
California Current,5962200,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactyloscopus,Dactyloscopus elongatus
California Current,2390099,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactyloscopus,Dactyloscopus fimbriatus
Southern California Bight,5962203,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactyloscopus,Dactyloscopus heraldi
California Current,5962203,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactyloscopus,Dactyloscopus heraldi
California Current,2390089,FALSE,1,Animalia,Chordata,NA,Perciformes,Dactyloscopidae,Dactyloscopus,Dactyloscopus pectoralis
"Oregon, Washington, Vancouver Coast and Shelf",2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
Northern California,2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
North Central Pacific Gyre,2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
North Pacific Transitional,2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
Southern California Bight,2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
California Current,2347606,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus
North Central Pacific Gyre,5212038,FALSE,1,Animalia,Chordata,NA,Perciformes,Pomacentridae,Dascyllus,Dascyllus albisella
North Central Pacific Gyre,5212047,FALSE,1,Animalia,Chordata,NA,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus
North Central Pacific Gyre,5212031,FALSE,1,Animalia,Chordata,NA,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus
Puget Trough/Georgia Basin,2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
Gulf of Alaska,2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
North American Pacific Fijordland,2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
Subarctic Pacific,2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
Aleutian Islands,2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
"Oregon, Washington, Vancouver Coast and Shelf",2334926,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Psychrolutidae,Dasycottus,Dasycottus setiger
North Central Pacific Gyre,11248491,NA,NA,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Myctophum,Myctophum selenops
North Central Pacific Gyre,11274254,TRUE,2,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Myctophum,Myctophum spinosum
North Central Pacific Gyre,2391064,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus macarellus
California Current,2391060,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus muroadsi
Southern California Bight,2391060,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus muroadsi
North Central Pacific Gyre,2391050,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus russelli
Northern California,2391037,FALSE,2,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus muroadsi
Southern California Bight,2391037,FALSE,2,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus muroadsi
California Current,2391037,FALSE,2,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus muroadsi
North Central Pacific Gyre,2391055,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Decapterus,Decapterus tabl
Southern California Bight,5209740,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Decodon,Decodon melasma
North Central Pacific Gyre,2334541,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Dendrochirus,Dendrochirus barberi
North Pacific Transitional,2392623,FALSE,1,Animalia,Chordata,NA,Perciformes,Sparidae,Dentex,Dentex tumifrons
Subarctic Pacific,2380862,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Derepodichthys,Derepodichthys alepidotus
Southern California Bight,2380862,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Derepodichthys,Derepodichthys alepidotus
California Current,2380862,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Derepodichthys,Derepodichthys alepidotus
North American Pacific Fijordland,2380862,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Derepodichthys,Derepodichthys alepidotus
North Central Pacific Gyre,2405400,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Derichthyidae,Derichthys,Derichthys serpentinus
Southern California Bight,2405400,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Derichthyidae,Derichthys,Derichthys serpentinus
North Pacific Transitional,2405400,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Derichthyidae,Derichthys,Derichthys serpentinus
California Current,2405400,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Derichthyidae,Derichthys,Derichthys serpentinus
Southern California Bight,2389130,FALSE,1,Animalia,Chordata,NA,Perciformes,Serranidae,Dermatolepis,Dermatolepis dermatolepis
North Central Pacific Gyre,2389130,FALSE,1,Animalia,Chordata,NA,Perciformes,Serranidae,Dermatolepis,Dermatolepis dermatolepis
California Current,2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
"Oregon, Washington, Vancouver Coast and Shelf",2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
Southern California Bight,2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
North Pacific Transitional,2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
Northern California,2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
North Central Pacific Gyre,2400481,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema lorum
Subarctic Pacific,2400476,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
Southern California Bight,2400476,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
North Central Pacific Gyre,2400476,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
California Current,2400476,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
Aleutian Islands,2400476,FALSE,1,Animalia,Chordata,NA,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
Southern California Bight,8754110,NA,NA,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Dialarchus snyderi
North Central Pacific Gyre,2406325,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Diaphus,Diaphus adenomus
North Central Pacific Gyre,2406298,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Diaphus,Diaphus anderseni
California Current,2406298,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Diaphus,Diaphus anderseni
