scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Malacocottus aleuticus,279440,Species,Animalia,Chordata,Actinopteri,Perciformes,Psychrolutidae,Malacocottus,Malacocottus aleuticus,California Current
Cheilotrema saturnum,280137,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cheilotrema,Cheilotrema saturnum,California Current
Trachinops noarlungae,283031,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Plesiopidae,Trachinops,Trachinops noarlungae,California Current
Urobatis concentricus,283084,Species,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis concentricus,California Current
Leptopenus discus,287466,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Micrabaciidae,Leptopenus,Leptopenus discus,California Current
Astropecten armatus,292851,Species,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,Astropecten armatus,California Current
Acharax johnsoni,293239,Species,Animalia,Mollusca,Bivalvia,Solemyida,Solemyidae,Acharax,Acharax johnsoni,California Current
Grassleia hydrothermalis,328168,Species,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Grassleia,Grassleia hydrothermalis,California Current
Harmothoe globosa,328242,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe globosa,California Current
Harmothoe gordae,328244,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe gordae,California Current
Heteropodarke heteromorpha,328381,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Heteropodarke,Heteropodarke heteromorpha,California Current
Lacydonia hampsoni,328562,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Lacydoniidae,Lacydonia,Lacydonia hampsoni,California Current
Maldane cristata,329174,Species,Animalia,Annelida,Polychaeta,NA,Maldanidae,Maldane,Maldane cristata,California Current
Natopolynoe kensmithi,329443,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Natopolynoe,Natopolynoe kensmithi,California Current
Syllides reishi,332375,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllides,Syllides reishi,California Current
Thelepus hamatus,332563,Species,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus hamatus,California Current
Hypereteone fauchaldi,333651,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Hypereteone,Hypereteone fauchaldi,California Current
Scolelepis (Scolelepis) foliosa,334741,Species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis (Scolelepis) foliosa,California Current
Mesocalanus lighti,346663,Species,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,Mesocalanus lighti,California Current
Oithona davisae,353995,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona davisae,California Current
Paraeuchaeta plaxiphora,359871,Species,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta plaxiphora,California Current
Pseudodiaptomus marinus,360352,Species,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus marinus,California Current
Upogebia pugettensis,367757,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia pugettensis,California Current
Oncopagurus haigae,368024,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Oncopagurus,Oncopagurus haigae,California Current
Paguristes ulreyi,368304,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,Paguristes ulreyi,California Current
Decipisagitta decipiens,370469,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Decipisagitta,Decipisagitta decipiens,California Current
Acanthina,377980,Genus,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Acanthina,NA,California Current
Lebbeus washingtonianus,378108,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,Lebbeus washingtonianus,California Current
Calcigorgia spiculifera,378316,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Malacalcyonacea incertae sedis,Calcigorgia,Calcigorgia spiculifera,California Current
Patellogastropoda,382158,Subclass,Animalia,Mollusca,Gastropoda,NA,NA,NA,NA,California Current
Cyanoplax caverna,386413,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Cyanoplax,Cyanoplax caverna,California Current
Plesiocystis,392757,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,NA,California Current
Conoidasida,394011,Class,Chromista,Myzozoa,Conoidasida,NA,NA,NA,NA,California Current
Desulfobacter,394156,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,NA,California Current
Thalassocrinus alvinae,395486,Species,Animalia,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,Thalassocrinus,Thalassocrinus alvinae,California Current
Genioliparis ferox,398466,Species,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Genioliparis,Genioliparis ferox,California Current
Trimusculus reticulatus,414592,Species,Animalia,Mollusca,Gastropoda,Ellobiida,Trimusculidae,Trimusculus,Trimusculus reticulatus,California Current
Antiplanes catalinae,433018,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Antiplanes,Antiplanes catalinae,California Current
Pugettia dalli,441476,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,Pugettia dalli,California Current
Scyra acutifrons,441698,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Scyra,Scyra acutifrons,California Current
Pinnixa forficulimanus,445037,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,Pinnixa forficulimanus,California Current
Haliotis sorenseni,445362,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis sorenseni,California Current
Postasterope barensi,451147,Species,Animalia,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Postasterope,Postasterope barensi,California Current
Henricia pumila,467966,Species,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia pumila,California Current
Amathillopsis pacifica,488313,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Amathillopsidae,Amathillopsis,Amathillopsis pacifica,California Current
Simomactra,492522,Genus,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Simomactra,NA,California Current
Pseudochama exogyra,504794,Species,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Pseudochama,Pseudochama exogyra,California Current
Yoldia cooperii,506549,Species,Animalia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,Yoldia cooperii,California Current
Trigonulina novemcostata,508021,Species,Animalia,Mollusca,Bivalvia,NA,Verticordiidae,Trigonulina,Trigonulina novemcostata,California Current
Lestrigonus shoemakeri,510209,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,Lestrigonus shoemakeri,California Current
Nacospatangus laevis,513412,Species,Animalia,Echinodermata,Echinoidea,Spatangoida,Maretiidae,Nacospatangus,Nacospatangus laevis,California Current
Epitonium lowei,523908,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium lowei,California Current
Triopha,531257,Genus,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,NA,California Current
Loy thompsoni,535664,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Corambidae,Loy,Loy thompsoni,California Current
Metopa dawsoni,555087,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Metopa,Metopa dawsoni,California Current
Vibilia longicarpus,557830,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia longicarpus,California Current
Cellulomonas,559621,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,NA,California Current
Ornithinimicrobium,559634,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Ornithinimicrobium,NA,California Current
Renibacterium,559742,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Renibacterium,NA,California Current
Bacteroidaceae,559848,Family,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,California Current
Cadlina flavomaculata,562477,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,Cadlina flavomaculata,California Current
Chlamydiaceae,564167,Family,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,NA,NA,California Current
Sporosarcina,564779,Genus,Bacteria,Firmicutes,Bacili,Bacillales,Planococcaceae,Sporosarcina,NA,California Current
Desulfobacca,571147,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,NA,California Current
Lysinibacillus,571200,Genus,Bacteria,Firmicutes,Bacili,Bacillales,Bacillaceae,Lysinibacillus,NA,California Current
Grimontia,571514,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,NA,California Current
Latisipho errones,576310,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Latisipho,Latisipho errones,California Current
Pomaulax gibberosus,581670,Species,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Pomaulax,Pomaulax gibberosus,California Current
Echidnocerus foraminatus,590147,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Echidnocerus,Echidnocerus foraminatus,California Current
Felimare porterae,597534,Species,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Felimare,Felimare porterae,California Current
Neostylidium eschrichtii,744620,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Neostylidium,Neostylidium eschrichtii,California Current
Ampharete californica,744683,Species,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,Ampharete californica,California Current
Axinyssa tuscara,746616,Species,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Axinyssa,Axinyssa tuscara,California Current
Spinileberis hyalina,796454,Species,Animalia,Arthropoda,Ostracoda,Podocopida,Cytheridae,Spinileberis,Spinileberis hyalina,California Current
Pterocirrus montereyensis,827800,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pterocirrus,Pterocirrus montereyensis,California Current
Philinorbis albus,882942,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinorbidae,Philinorbis,Philinorbis albus,California Current
Sibogaster nieseni,887862,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Sibogaster,Sibogaster nieseni,California Current
Carybdea confusa,994784,Species,Animalia,Cnidaria,Cubozoa,Carybdeida,Carybdeidae,Carybdea,Carybdea confusa,California Current
Globigerinoides extremus,1026252,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides,Globigerinoides extremus,California Current
Oscarella pearsei,1035266,Species,Animalia,Porifera,Homoscleromorpha,Homosclerophorida,Oscarellidae,Oscarella,Oscarella pearsei,California Current
Chloropicon,1361150,Genus,Plantae,Chlorophyta,NA,NA,NA,Chloropicon,NA,California Current
Turneroconcha magnifica,1445254,Species,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Turneroconcha,Turneroconcha magnifica,California Current
Homalopoma cordellense,1532737,Species,Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Homalopoma,Homalopoma cordellense,California Current
Myidae,247,Family,Animalia,Mollusca,Bivalvia,Myida,Myidae,NA,NA,California Current
Carcharhinus obscurus,105796,Species,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus obscurus,California Current
Thunnus orientalis,273823,Species,Animalia,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus orientalis,California Current
Anguilla rostrata,158562,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata,California Current
Phyllodocida incertae sedis,930,Suborder,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA,NA,California Current
Sphaerodoridae,957,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,NA,NA,California Current
Dorididae,9904,Family,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,NA,NA,California Current
Stomiiformes,10306,Order,Animalia,Chordata,Actinopteri,Stomiiformes,NA,NA,NA,California Current
Octopodidae,11782,Family,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,NA,NA,California Current
Galeommatoidea,14629,Superfamily,Animalia,Mollusca,Bivalvia,Galeommatida,NA,NA,NA,California Current
Pardaliscella,101711,Genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Pardaliscella,NA,California Current
Cystisoma fabricii,103243,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Cystisomatidae,Cystisoma,Cystisoma fabricii,California Current
Scina rattrayi,103283,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,Scina,Scina rattrayi,California Current
Botryllus,103529,Genus,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,NA,California Current
Perophora viridis,103761,Species,Animalia,Chordata,Ascidiacea,Phlebobranchia,Perophoridae,Perophora,Perophora viridis,California Current
Amallothrix,104221,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,NA,California Current
Solidosagitta planctonis,105466,Species,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,Solidosagitta planctonis,California Current
Conopea,106117,Genus,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Conopea,NA,California Current
Planes minutus,107462,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,Planes minutus,California Current
Ceratiaceae,109421,Family,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,NA,NA,California Current
Nannastacidae,110383,Family,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,NA,NA,California Current
Cryptosula pallasiana,111343,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cryptosulidae,Cryptosula,Cryptosula pallasiana,California Current
Phainogullmia,111992,Genus,Chromista,Foraminifera,Monothalamea,Allogromiida,Allogromiidae,Phainogullmia,NA,California Current
Martinottiella,112320,Genus,Chromista,Foraminifera,Globothalamea,Textulariida,Eggerellidae,Martinottiella,NA,California Current
Dorothia,112416,Genus,Chromista,Foraminifera,Globothalamea,Textulariida,Eggerellidae,Dorothia,NA,California Current
Hydractinia,117117,Genus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,NA,California Current
Sertularia,117234,Genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,NA,California Current
Diptera,118088,Order,Animalia,Arthropoda,Hexapoda,Diptera,NA,NA,NA,California Current
Paxillosida,123088,Order,Animalia,Echinodermata,Asteroidea,Paxillosida,NA,NA,NA,California Current
Anthelia,125291,Genus,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Xeniidae,Anthelia,NA,California Current
Blenniidae,125519,Family,Animalia,Chordata,Teleostei,Blenniiformes,Blenniidae,NA,NA,California Current
Gymnothorax,125636,Genus,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,NA,California Current
Tylosurus,125690,Genus,Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,NA,California Current
Cetomimus,125707,Genus,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Cetomimus,NA,California Current
Pomadasys,126011,Genus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,NA,California Current
Scopelogadus,126184,Genus,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,NA,California Current
Tylosurus acus,126378,Species,Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus acus,California Current
Zu cristatus,126529,Species,Animalia,Chordata,Actinopteri,Lampriformes,Trachipteridae,Zu,Zu cristatus,California Current
Coryphaena equiselis,126845,Species,Animalia,Chordata,Actinopteri,Carangiformes,Coryphaenidae,Coryphaena,Coryphaena equiselis,California Current
Diplospinus multistriatus,126861,Species,Animalia,Chordata,Actinopteri,Scombriformes,Gempylidae,Diplospinus,Diplospinus multistriatus,California Current
Heteropriacanthus cruentatus,127004,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Priacanthidae,Heteropriacanthus,Heteropriacanthus cruentatus,California Current
Diplocirrus,129290,Genus,Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,NA,California Current
Ophelia,129413,Genus,Animalia,Annelida,Polychaeta,NA,Opheliidae,Ophelia,NA,California Current
Myriochele,129426,Genus,Animalia,Annelida,Polychaeta,NA,Oweniidae,Myriochele,NA,California Current
Paraonides,129434,Genus,Animalia,Annelida,Polychaeta,NA,Paraonidae,Paraonides,NA,California Current
Eulalia,129445,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,NA,California Current
Sigalion,129594,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,NA,California Current
Flabelligera affinis,130103,Species,Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelligera,Flabelligera affinis,California Current
Microphthalmus sczelkowii,130174,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Microphthalmidae,Microphthalmus,Microphthalmus sczelkowii,California Current
Maldane glebifex,130303,Species,Animalia,Annelida,Polychaeta,NA,Maldanidae,Maldane,Maldane glebifex,California Current
Nereis zonata,130407,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,Nereis zonata,California Current
Questa caudicirra,130860,Species,Animalia,Annelida,Polychaeta,NA,Orbiniidae,Questa,Questa caudicirra,California Current
Desmacididae,131654,Family,Animalia,Porifera,Demospongiae,Poecilosclerida,Desmacididae,NA,NA,California Current
Cladocroce,131832,Genus,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Cladocroce,NA,California Current
Iophon piceum,132972,Species,Animalia,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Iophon,Iophon piceum,California Current
Colossendeis,134586,Genus,Animalia,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,NA,California Current
Anoplodactylus,134592,Genus,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,NA,California Current
Mesoplodon densirostris,137122,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon densirostris,California Current
